id,mssubclass,lotshape,landcontour,landslope,bldgtype,housestyle,overallqual,overallcond,lotfrontage,lotarea,garagearea,grlivarea,totalbsmtsf,saleprice,lotfrontage_std,lotarea_std,garagearea_std,grlivarea_std,totalbsmtsf_std,saleprice_std
1290,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,86,11065,753,1970,1085,281000,83.1154756277299,0.05492008493131499,1.3096984198777195,0.8649919496686446,0.06284525490812147,1.2597639862520975
1292,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,5,7,21,1680,264,1302,630,119500,18.11547562772989,-0.8853415015090104,-0.9774340728943174,-0.4062258180591705,-0.9742973887573179,-0.7731528295496612
1293,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,5,4,60,6600,432,2372,994,107500,57.11547562772989,-0.39241800600699644,-0.1916707624941084,1.6300062350377789,-0.14458327382496639,-0.9242054722098539
1294,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,78,10140,528,1664,832,162900,75.1154756277299,-0.037753539731157144,0.25733684344886815,0.2826676428951245,-0.5138516436574965,-0.22684577192863137
1295,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,60,8172,572,864,864,115000,57.11547562772989,-0.23492293793196273,0.46313199617273243,-1.23974884540166,-0.44090974344366335,-0.8297975705472336
1296,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,70,8400,288,1052,1052,138500,67.1154756277299,-0.21208014179894258,-0.8651821714085732,-0.8819809706519156,-0.012376079687393904,-0.5339861453376896
1297,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,6,80,8700,525,1128,1120,155000,77.1154756277299,-0.18202383109760026,0.24330535576315013,-0.7373514042637211,0.14262545826700143,-0.3262887616799248
1298,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Split Foyer,6,5,35,3675,525,1072,547,140000,32.11547562772989,-0.685467035345084,0.24330535576315013,-0.8439205584444961,-1.1634904424369474,-0.5151045650051655
1299,2-STORY 1946 & NEWER,Irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,Two story,10,5,313,63887,1418,5642,6110,160000,310.1154756277299,5.347034897818994,4.420011523545213,7.852883630950885,11.5170030228616,-0.2633501605715113
1300,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,75,7500,305,1246,1246,154000,72.1154756277299,-0.3022490739029695,-0.7856704078561711,-0.5127949722399454,0.42983419035896925,-0.3388764819016076
1303,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,92,10120,844,2526,1165,290000,89.1154756277299,-0.0397572937779133,1.735320213011166,1.92307140903491,0.2452000054427042,1.373053468247242
1304,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,73,8688,834,1616,1616,232000,70.1154756277299,-0.18322608352565395,1.688548587392106,0.19132265359731743,1.2732249115814143,0.6429656953896443
1305,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,7,5,32,3363,380,1708,976,130000,29.11547562772989,-0.71672559847448,-0.4348832157132207,0.36640054975144765,-0.1856130926952475,-0.6409817672219927
1306,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,9,5,108,13173,840,1652,1652,325000,105.1154756277299,0.2661157614594136,1.7166115627635419,0.25983139557067275,1.3552845493219765,1.813623676006137
1307,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,48,6955,474,1368,1368,202500,45.11547562772989,-0.3568513716770747,0.004770065105943842,-0.28062645777468576,0.7079251849242079,0.27162794885000424
1308,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,60,8072,480,990,990,138000,57.11547562772989,-0.24494170816574348,0.03283304047737988,-0.9999682484949165,-0.15370101135169553,-0.540280005448531
1309,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,100,12000,528,1122,924,147000,97.1154756277299,0.1485955866171652,0.25733684344886815,-0.748769527925947,-0.3041436805427263,-0.42699052345338656
1311,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,8,100,17500,567,1902,1902,335000,97.1154756277299,0.6996279494751076,0.43974618336320237,0.7355865481634178,1.9251431447425476,1.9395008782229641
1312,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,68,8814,508,1274,1274,203000,65.1154756277299,-0.17060243303109018,0.16379359221074805,-0.45951039514955794,0.4936583530460732,0.27792180896084556
1314,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,9,5,108,14774,779,2599,1393,333168,105.1154756277299,0.4265162729022438,1.4313046464872756,2.0619919135919913,0.764911044466265,1.9164401747768416
1315,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,6,60,8190,280,948,948,119000,57.11547562772989,-0.23311955928988218,-0.9025994719038213,-1.0798951141304975,-0.24943725538235145,-0.7794466896605027
1317,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,61,10226,860,1630,1622,295493,58.11547562772989,-0.02913739733010568,1.8101548140016621,0.21796494214251116,1.286901517871508,1.442197815424945
1318,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,47,4230,466,1352,1352,208900,44.11547562772989,-0.6298628605476008,-0.032647235389304204,-0.31107478754062146,0.6714542348172914,0.3521893582687736
1320,1-STORY 1946 & NEWER ALL STYLES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,4,5,75,10215,248,948,864,111000,72.1154756277299,-0.030239462055821568,-1.0522686738848135,-1.0798951141304975,-0.44090974344366335,-0.8801484514339644
1321,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,3,70,8400,442,1478,1478,156500,67.1154756277299,-0.21208014179894258,-0.14489913687504835,-0.0712941906338779,0.9586629669092591,-0.30740718134740075
1323,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,107,10186,564,1923,750,190000,104.1154756277299,-0.03314490542361799,0.4257146956774844,0.7755499809812085,-0.7007652629554437,0.11428144607897026
1324,1-STORY 1945 & OLDER,Regular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,4,7,50,5330,0,708,420,82500,47.11547562772989,-0.5196563879760122,-2.212204989237503,-1.536620060619533,-1.4529786089105974,-1.2388984777519219
1325,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,75,9986,895,1795,1795,147000,72.1154756277299,-0.053182445891179535,1.9738555036683723,0.5319633428537229,1.6812436659025431,-0.42699052345338656
1326,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,4,40,3636,0,796,796,55000,37.11547562772989,-0.6893743557362585,-2.212204989237503,-1.3691542469068867,-0.5959112813980586,-1.5850607838481965
1327,1-STORY 1945 & OLDER,Regular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,One story,3,6,70,4270,0,774,544,79000,67.1154756277299,-0.6258553524540884,-2.212204989237503,-1.4110207003350483,-1.1703287455819942,-1.2829554985278113
1328,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,9,60,6600,264,816,816,130500,57.11547562772989,-0.39241800600699644,-0.9774340728943174,-1.3310938346994672,-0.550322593764413,-0.6346879071111514
1329,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,7,60,10440,520,2792,1510,256000,57.11547562772989,-0.007697229029814831,0.2199195429536201,2.429274891393591,1.0316048671230922,0.9450709807100296
1330,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,63,9084,462,1632,935,176500,60.11547562772989,-0.14355175339988208,-0.05135588563692823,0.22177098336325313,-0.27906990234422113,-0.05565277691374643
1331,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,85,10000,825,1588,1588,227000,82.1154756277299,-0.05177981805845022,1.6464541243349518,0.13803807650692998,1.2094007488943104,0.5800270942812308
1332,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,5,5,55,10780,576,954,911,132500,52.11547562772989,0.02636658976503979,0.4818406464203564,-1.0684769904682718,-0.33377632750459596,-0.609512466667786
1333,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Moderate Slope,Single-family Detached,One story,4,6,67,8877,288,816,816,100000,64.1154756277299,-0.16429060778380827,-0.8651821714085732,-1.3310938346994672,-0.550322593764413,-1.0186133738724743
1334,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,6,60,7200,297,1360,803,125500,57.11547562772989,-0.3323053846043118,-0.8230877083514192,-0.2958506226576536,-0.5799552407262827,-0.697626508219565
1335,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,5,6,24,2368,440,1365,765,125000,21.11547562772989,-0.8164123623005987,-0.15425346199886036,-0.2863355196057987,-0.6665737472302095,-0.7039203683304064
1336,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,80,9650,630,1334,1350,167900,77.1154756277299,-0.08684551387668292,0.7344074247632807,-0.3453291585272991,0.6668953660539267,-0.1639071708202178
1337,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,One story,5,5,87,9246,506,1656,1656,135000,84.1154756277299,-0.12732134562115724,0.15443926708693603,0.2674434780121567,1.3644022868487058,-0.5780431661135792
1338,1-STORY 1945 & OLDER,Slightly irregular,Banked - Quick and significant rise from street grade to building,Moderate Slope,Single-family Detached,One story,4,4,153,4118,0,693,693,52500,150.1154756277299,-0.6410838832094352,-2.212204989237503,-1.5651653697750978,-0.8306930227113339,-1.6165300844024033
1339,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,95,13450,492,1861,916,200000,92.1154756277299,0.29386775500698636,0.08895899122025194,0.6575627031382076,-0.3223791555961846,0.24015864829579742
1340,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,7,120,9560,288,864,864,128500,117.1154756277299,-0.09586240708708561,-0.8651821714085732,-1.23974884540166,-0.44090974344366335,-0.6598633475545168
1341,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,5,70,8294,480,872,858,123000,67.1154756277299,-0.2227000382467502,0.03283304047737988,-1.2245246805186922,-0.45458634973375706,-0.7290958087737718
1342,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,6,5,66,13695,576,1114,1114,155000,63.11547562772989,0.31841374207974926,0.4818406464203564,-0.7639936928089148,0.12894885197690772,-0.3262887616799248
1344,1-1/2 STORY FINISHED ALL AGES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,6,57,7558,342,1913,896,177000,54.11547562772989,-0.29643818716737663,-0.6126153930656489,0.7565197748774987,-0.3679678432298302,-0.049358916802905065
1345,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,85,11103,440,1456,728,155835,82.1154756277299,0.058727217620151685,-0.15425346199886036,-0.11316064406203948,-0.750912819352454,-0.31577801529481975
1346,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,4,4,50,6000,308,960,960,108500,47.11547562772989,-0.4525306274096811,-0.7716389201704531,-1.0570588668060459,-0.22208404280216404,-0.9116177519881712
1348,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,8,5,93,15306,712,1776,1732,283463,90.1154756277299,0.4798161305459575,1.1179347548395733,0.4958059512566743,1.5376392998565593,1.290767541158102
1350,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,50,5250,0,2358,684,122000,47.11547562772989,-0.5276714041630368,-2.212204989237503,1.603363946492585,-0.8512079321464745,-0.7416835289954545
1351,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,Two story,5,5,91,11643,968,2634,1248,200000,88.1154756277299,0.11282857688256785,2.3152883706875107,2.128597634954976,0.4343930591223338,0.24015864829579742
1352,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,6,70,9247,490,1716,858,171000,67.1154756277299,-0.12722115791881944,0.07960466609643993,0.3816247146344155,-0.45458634973375706,-0.12488523813300137
1353,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,9,50,6000,624,1176,698,134900,47.11547562772989,-0.4525306274096811,0.7063444493918447,-0.646006414965914,-0.8192958508029224,-0.5793019381357475
1354,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,8,5,56,14720,666,3238,2033,410000,53.11547562772989,0.4211061369760022,0.9027852769918969,3.278022083619048,2.223749048742927,2.883579894849168
1356,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,7,6,102,10192,487,1920,570,170000,99.1154756277299,-0.032543779209591145,0.06557317841072191,0.7698409191500956,-1.111063451658255,-0.1374729583546841
1360,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,9,5,129,16737,770,1980,1980,315000,126.1154756277299,0.6231847325913603,1.3892101834301216,0.8840221557723544,2.102939026513766,1.68774647378931
1361,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,5,6,51,9842,621,2601,612,189000,48.11547562772989,-0.06760947502782384,0.6923129617061267,2.065797954812733,-1.015327207627599,0.10169372585728753
1362,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Depression,Moderate Slope,Single-family Detached,One story,7,5,124,16158,430,1530,1530,260000,121.1154756277299,0.5651760529377696,-0.2010250876179204,0.027662881105413095,1.077193554756738,0.9954218615967605
1364,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,73,8499,432,1412,616,156932,70.1154756277299,-0.2021615592674996,-0.1916707624941084,-0.1968935509183626,-1.0062094701008697,-0.3019692862116338
1365,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,7,5,30,3180,480,1200,600,144152,27.11547562772989,-0.7350599480022988,0.03283304047737988,-0.6003339203170105,-1.0426804202077864,-0.46284035064473894
1367,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,68,9179,588,1790,873,193000,65.1154756277299,-0.13403392167779035,0.5379665971632285,0.522448239801868,-0.4203948340085228,0.1520446067440184
1368,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,5,6,41,2665,336,1475,757,127000,38.11547562772989,-0.7866566147062698,-0.6406783684370849,-0.07700325246499085,-0.6848092222836677,-0.6787449278870409
1370,1-STORY 1946 & NEWER ALL STYLES,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,48,10635,502,1668,1657,232000,45.11547562772989,0.011839372926057672,0.135730616839312,0.2902797253366084,1.3666817212303881,0.6429656953896443
1371,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,4,6,90,5400,338,1374,840,105000,87.1154756277299,-0.5126432488123657,-0.631324043313273,-0.26920833411245987,-0.4956161686040381,-0.9556747727640607
1372,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,6,6,80,9600,377,1661,992,165500,77.1154756277299,-0.09185489899357331,-0.4489147033989387,0.27695858106401156,-0.14914214258833094,-0.1941176993522563
1373,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,6,75,9750,583,2097,1108,274300,72.1154756277299,-0.07682674364290215,0.5145807843536985,1.106675567185759,0.115272245686814,1.1754262607668233
1375,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,85,10625,936,1958,1026,250000,82.1154756277299,0.010837495902679595,2.1656191687065185,0.8421557023441928,-0.07164137361113329,0.8695446593799333
1376,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,8,5,89,10991,722,1571,1571,239000,86.1154756277299,0.04750619495831722,1.1647063804586333,0.1056867261306233,1.1706503644057116,0.7310797369414234
1377,1-STORY 1945 & OLDER,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One story,6,5,52,6292,160,790,768,91000,49.11547562772989,-0.4232758183270412,-1.463858979332542,-1.3805723705691126,-0.6597354440851626,-1.1319028558676187
1378,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,5,60,10998,660,1604,984,117000,57.11547562772989,0.04820750887468187,0.8747223016204609,0.16848640627286565,-0.16737761764178924,-0.8046221301038681
1379,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse Inside Unit,Two story,6,5,21,1953,264,987,483,83000,18.11547562772989,-0.8579902587707889,-0.9774340728943174,-1.0056773103260295,-1.3093742428646136,-1.2326046176410805
1380,SPLIT OR MULTI-LEVEL,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,5,5,73,9735,400,1394,384,167500,70.1154756277299,-0.07832955917796927,-0.34133996447510057,-0.23114792190504027,-1.5350382466511596,-0.1689422589088909
1381,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,3,3,45,8212,200,864,864,58500,42.11547562772989,-0.23091542983845043,-1.2767724768563018,-1.23974884540166,-0.44090974344366335,-1.541003763072307
1383,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,7,60,7200,576,1762,596,157000,57.11547562772989,-0.3323053846043118,0.4818406464203564,0.4691636627114806,-1.0517981577345155,-0.30111332123655943
1385,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,5,60,9060,280,1258,560,105000,57.11547562772989,-0.14595625825598948,-0.9025994719038213,-0.48995872491549364,-1.1338577954750777,-0.9556747727640607
1386,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,4,8,40,5436,240,1154,796,125500,37.11547562772989,-0.5090364915282046,-1.0896859743800615,-0.6878728683940756,-0.5959112813980586,-0.697626508219565
1387,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,80,16692,564,2784,1392,250000,77.1154756277299,0.618676285986159,0.4257146956774844,2.414050726510623,0.7626316100845827,0.8695446593799333
1388,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,7,60,8520,216,2526,714,136000,57.11547562772989,-0.20005761751840564,-1.2019378758658057,1.92307140903491,-0.782824900696006,-0.5654554458918964
1389,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Hillside - Significant slope from side to side,Gentle slope,Single-family Detached,One story,9,5,42,14892,758,1746,1746,377500,39.11547562772989,0.4383384217781051,1.3330842326872494,0.43871533294554493,1.5695513812001114,2.4744789876444795
1390,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,6,60,6000,440,1218,735,131000,57.11547562772989,-0.4525306274096811,-0.15425346199886036,-0.5660795493303329,-0.734956778680678,-0.6283940470003101
1391,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,70,9100,541,1525,1525,235000,67.1154756277299,-0.14194875016247716,0.3181399567536462,0.018147778053558192,1.0657963828483266,0.6807288560546926
1393,SPLIT FOYER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,5,5,68,7838,288,900,864,123000,65.1154756277299,-0.2683856305127905,-0.8651821714085732,-1.1712401034283046,-0.44090974344366335,-0.7290958087737718
1394,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,One and one-half story: 2nd level finished,6,7,60,10800,672,1912,482,163000,57.11547562772989,0.028370343811795946,0.930848252363333,0.7546167542671277,-1.311653677246296,-0.2255869999064631
1395,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,53,4045,648,1500,1356,246578,50.11547562772989,-0.6483975854800952,0.8185963508775889,-0.029427737205716325,0.6805719723440204,0.826469480781335
1396,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,8,5,88,12665,642,2482,1094,281213,85.1154756277299,0.21522040867180733,0.7905333755061528,1.8393385021785866,0.08336016434326203,1.2624451706593158
1398,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,5,8,51,6120,180,1513,939,137500,48.11547562772989,-0.4405081031291441,-1.3703157280944218,-0.0046884692708935765,-0.269952164817492,-0.5465738655593724
1399,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,5,4,60,7200,240,1904,1208,138000,57.11547562772989,-0.3323053846043118,-1.0896859743800615,0.7393925893841599,0.3432156838550424,-0.540280005448531
1400,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,6,51,6171,216,1608,976,137450,48.11547562772989,-0.43539853030991593,-1.2019378758658057,0.17609848871434958,-0.1856130926952475,-0.5472032515704566
1401,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,7,50,6000,208,1158,862,120000,47.11547562772989,-0.4525306274096811,-1.2393551763610537,-0.6802607859525917,-0.4454686122070279,-0.7668589694388199
1402,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,6,5,62,7415,398,1593,839,193000,59.11547562772989,-0.31076502860168315,-0.3506942895989126,0.14755317955878489,-0.49789560298572044,0.1520446067440184
1403,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,7,5,64,6762,662,1294,1286,193879,61.11547562772989,-0.3761875982282716,0.8840766267442729,-0.4214499829421383,0.5210115656262606,0.16310921281887752
1404,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,49,15256,754,1464,1485,282922,46.11547562772989,0.4748067454290671,1.3143755824396255,-0.09793647917907163,0.9746190075810351,1.2839575845181717
1405,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,3,4,60,10410,936,1214,672,105000,57.11547562772989,-0.010702860099949063,2.1656191687065185,-0.5736916317718168,-0.8785611447266619,-0.9556747727640607
1406,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Hillside - Significant slope from side to side,Moderate Slope,Townhouse End Unit,One story,8,5,44,3842,482,1646,1594,275000,41.11547562772989,-0.6687356890546701,0.042187365601191885,0.24841327190844684,1.223077355184404,1.1842376649220012
1409,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,4,7,60,7740,528,1363,622,125500,57.11547562772989,-0.27820402534189564,0.25733684344886815,-0.2901415608265407,-0.9925328638107761,-0.697626508219565
1410,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,6,46,20544,542,2093,791,215000,43.11547562772989,1.0045993153913944,0.32281711931555224,1.0990634847442753,-0.6073084533064701,0.4289744516210382
1411,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,7,5,79,12420,622,1840,944,230000,76.1154756277299,0.19067442159904444,0.6969901242680326,0.6175992703204171,-0.25855499290908057,0.6177902549462789
1412,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,8,80,9600,271,1668,856,140000,77.1154756277299,-0.09185489899357331,-0.9446939349609753,0.2902797253366084,-0.4591452184971216,-0.5151045650051655
1413,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One story,4,5,60,7200,420,1040,0,90000,57.11547562772989,-0.3323053846043118,-0.24779671323698046,-0.9048172179763674,-2.410341049217157,-1.1444905760893014
1414,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,8,5,88,10994,620,1844,1844,257000,85.1154756277299,0.04780675806533064,0.6876357991442207,0.625211352761901,1.7929359506049751,0.9576587009317123
1415,1-1/2 STORY FINISHED ALL AGES,Regular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,6,7,64,13053,370,1848,833,207000,61.11547562772989,0.2540932371788767,-0.48165484133228076,0.6328234352033849,-0.5115722092758141,0.32827268984757646
1416,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,7,5,51,3635,660,1569,1386,175900,48.11547562772989,-0.6894745434385963,0.8747223016204609,0.10188068490988134,0.748955003794489,-0.06320540904675606
1417,2 FAMILY CONVERSION - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Two-family Conversion; originally built as one-family dwelling,Two story,4,6,60,11340,560,2290,777,122500,57.11547562772989,0.08247170307421212,0.40700604542986035,1.4739585449873585,-0.639220534650022,-0.7353896688846131
1419,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,5,5,71,9204,336,1144,1144,124000,68.1154756277299,-0.13152922911934517,-0.6406783684370849,-0.7069030744977854,0.19733188342737623,-0.716508088552089
